First,First_Type_1,First_Type_2,First_HP,First_Attack,First_Defense,First_Sp_Atk,First_Sp_Def,First_Speed,First_Legendary,Second,Second_Type_1,Second_Type_2,Second_HP,Second_Attack,Second_Defense,Second_Sp_Atk,Second_Sp_Def,Second_Speed,Second_Legendary
426,6.0,5.0,105,150,90,150,90,95,0.0,120,17.0,12.0,80,85,95,30,30,25,0.0
19,0.0,14.0,65,90,40,45,80,75,0.0,379,8.0,12.0,86,81,97,81,107,43,0.0
529,16.0,2.0,60,55,145,75,150,40,1.0,642,0.0,3.0,62,44,50,44,50,55,0.0
375,12.0,12.0,63,120,85,90,55,55,0.0,190,9.0,12.0,35,20,65,40,65,20,0.0
249,11.0,15.0,75,90,90,140,90,115,0.0,554,12.0,12.0,100,100,100,100,100,100,0.0
119,12.0,12.0,65,90,120,85,70,60,0.0,723,4.0,12.0,59,59,58,90,70,73,0.0
52,0.0,14.0,35,70,55,45,55,25,0.0,371,15.0,0.0,70,95,85,55,65,70,0.0
15,0.0,7.0,50,20,55,25,25,30,0.0,115,10.0,16.0,50,120,53,35,110,87,0.0
624,14.0,12.0,38,30,85,55,65,30,0.0,526,14.0,12.0,85,80,70,135,75,90,1.0
383,1.0,12.0,95,60,79,100,125,81,0.0,148,15.0,7.0,65,130,60,95,110,65,0.0
256,17.0,12.0,35,35,35,35,35,35,1.0,623,14.0,12.0,72,58,80,103,80,97,0.0
198,12.0,12.0,75,80,95,90,100,50,0.0,471,13.0,1.0,111,83,68,92,82,39,0.0
218,4.0,12.0,190,33,58,33,58,33,0.0,221,0.0,17.0,75,90,140,60,60,40,0.0
344,6.0,10.0,65,47,55,73,75,85,0.0,741,4.0,12.0,66,65,48,62,57,52,0.0
582,5.0,12.0,45,60,32,50,32,76,0.0,654,8.0,6.0,55,40,50,65,85,40,0.0
528,14.0,12.0,68,165,95,65,115,110,1.0,741,4.0,12.0,66,65,48,62,57,52,0.0
628,17.0,7.0,55,112,45,74,45,70,0.0,403,16.0,15.0,55,104,105,94,75,52,0.0
549,17.0,12.0,100,100,100,100,100,100,0.0,165,6.0,12.0,106,150,70,194,120,140,0.0
100,14.0,12.0,30,35,30,100,35,80,0.0,563,17.0,12.0,95,100,85,108,70,70,0.0
184,14.0,7.0,85,90,80,70,80,130,0.0,97,8.0,14.0,105,105,75,65,100,50,0.0
53,10.0,12.0,60,95,80,60,80,30,0.0,582,5.0,12.0,45,60,32,50,32,76,0.0
247,5.0,12.0,45,60,30,80,50,65,0.0,202,17.0,10.0,90,75,75,90,100,70,0.0
321,16.0,16.0,72,60,30,20,30,25,0.0,176,13.0,7.0,35,46,34,35,45,20,0.0
359,13.0,12.0,60,60,60,60,60,60,0.0,407,16.0,12.0,45,75,60,40,30,50,1.0
703,0.0,17.0,79,115,70,125,80,111,0.0,211,12.0,15.0,95,85,85,65,65,35,0.0
603,6.0,12.0,75,103,80,70,80,92,0.0,676,1.0,7.0,95,110,80,70,80,50,0.0
285,17.0,9.0,35,55,35,30,30,35,0.0,239,1.0,6.0,50,50,40,30,30,50,0.0
585,17.0,10.0,70,105,105,50,40,20,0.0,439,3.0,12.0,53,51,53,61,56,40,0.0
305,12.0,12.0,38,35,35,65,55,50,0.0,15,0.0,7.0,50,20,55,25,25,30,0.0
617,13.0,12.0,105,30,105,140,105,55,0.0,333,0.0,12.0,70,110,180,60,60,50,0.0
546,6.0,5.0,150,120,100,120,100,90,0.0,251,6.0,12.0,90,60,60,40,40,40,0.0
636,0.0,12.0,45,30,50,55,65,45,0.0,36,13.0,12.0,70,62,67,55,55,56,0.0
440,3.0,12.0,64,66,68,81,76,50,0.0,682,1.0,2.0,65,125,60,95,60,105,0.0
612,17.0,16.0,50,72,35,35,35,65,0.0,459,17.0,12.0,60,59,85,79,105,36,0.0
98,15.0,10.0,30,65,100,45,25,40,0.0,438,3.0,12.0,76,104,71,104,71,108,0.0
259,15.0,1.0,45,63,37,65,55,95,0.0,347,14.0,12.0,100,73,83,73,83,55,0.0
442,9.0,14.0,40,55,30,30,30,60,0.0,566,12.0,7.0,45,60,45,25,45,55,0.0
728,5.0,12.0,38,36,38,32,36,57,0.0,738,4.0,12.0,44,38,39,61,79,42,0.0
128,11.0,15.0,45,67,60,35,50,63,0.0,778,1.0,7.0,57,80,91,80,87,75,1.0
507,6.0,12.0,49,49,56,49,61,66,0.0,265,9.0,12.0,100,75,115,90,115,85,0.0
235,11.0,7.0,60,80,50,50,50,40,0.0,134,17.0,12.0,65,50,35,115,95,95,0.0
619,1.0,12.0,50,65,85,35,35,55,0.0,503,12.0,12.0,70,90,110,60,75,95,0.0
478,12.0,7.0,60,60,60,105,105,105,0.0,494,9.0,12.0,108,130,95,80,85,102,0.0
134,17.0,12.0,65,50,35,115,95,95,0.0,725,4.0,12.0,41,56,40,62,44,71,0.0
731,14.0,12.0,62,73,55,56,52,84,0.0,176,13.0,7.0,35,46,34,35,45,20,0.0
87,12.0,7.0,95,75,110,100,80,30,0.0,168,17.0,12.0,60,62,80,63,80,60,0.0
59,5.0,12.0,65,70,60,65,65,115,0.0,528,14.0,12.0,68,165,95,65,115,110,1.0
303,12.0,12.0,60,50,100,85,70,65,0.0,164,6.0,12.0,106,190,100,154,100,130,0.0
135,17.0,7.0,65,83,57,95,85,105,0.0,762,2.0,12.0,65,75,90,97,123,44,0.0
193,15.0,12.0,65,75,70,95,70,95,0.0,754,15.0,11.0,101,72,72,99,89,29,0.0
687,9.0,5.0,65,125,100,60,70,70,1.0,475,15.0,12.0,55,66,44,44,56,85,0.0
217,16.0,10.0,48,72,48,72,48,48,0.0,343,6.0,10.0,65,73,55,47,75,85,0.0
255,6.0,12.0,55,20,35,20,45,75,1.0,760,2.0,12.0,72,105,115,54,86,68,0.0
55,12.0,12.0,70,65,60,90,75,90,0.0,158,14.0,12.0,90,90,85,125,90,100,1.0
701,12.0,15.0,91,129,90,72,90,108,0.0,202,17.0,10.0,90,75,75,90,100,70,0.0
113,13.0,12.0,50,50,95,40,50,35,0.0,766,8.0,9.0,62,55,52,109,94,109,0.0
541,12.0,12.0,100,120,120,150,100,90,1.0,10,17.0,12.0,44,48,65,50,64,43,0.0
194,17.0,12.0,55,40,40,65,45,35,0.0,431,12.0,7.0,50,70,160,70,160,90,0.0
731,14.0,12.0,62,73,55,56,52,84,0.0,780,15.0,4.0,85,110,76,65,82,56,1.0
254,3.0,12.0,73,95,62,85,65,85,1.0,797,,,50,160,110,160,110,110,
367,10.0,15.0,75,110,110,110,105,80,0.0,691,3.0,7.0,70,55,75,45,65,60,1.0
199,9.0,12.0,70,20,50,20,50,40,0.0,474,16.0,15.0,150,80,44,90,54,80,0.0
494,9.0,12.0,108,130,95,80,85,102,0.0,308,0.0,8.0,40,30,32,50,52,65,0.0
546,6.0,5.0,150,120,100,120,100,90,0.0,329,3.0,12.0,50,85,85,55,55,50,0.0
448,0.0,9.0,77,85,51,55,51,65,0.0,534,8.0,2.0,50,65,107,105,107,86,1.0
36,13.0,12.0,70,62,67,55,55,56,0.0,546,6.0,5.0,150,120,100,120,100,90,0.0
629,17.0,7.0,75,140,65,112,65,110,0.0,451,0.0,7.0,80,120,79,95,79,70,0.0
307,0.0,7.0,68,85,65,165,135,100,0.0,49,0.0,9.0,45,50,55,75,65,30,0.0
635,3.0,7.0,75,95,60,65,60,115,0.0,347,14.0,12.0,100,73,83,73,83,55,0.0
181,12.0,4.0,55,35,50,55,110,85,0.0,365,17.0,1.0,45,40,60,40,75,50,0.0
626,14.0,12.0,54,78,103,53,45,22,0.0,10,17.0,12.0,44,48,65,50,64,43,0.0
67,14.0,12.0,65,65,65,50,50,90,0.0,189,3.0,2.0,90,30,15,40,20,15,0.0
154,2.0,12.0,80,105,65,60,75,130,0.0,74,17.0,14.0,80,100,70,50,60,45,0.0
326,5.0,15.0,70,65,65,55,55,70,0.0,393,17.0,12.0,65,130,60,75,60,75,0.0
371,15.0,0.0,70,95,85,55,65,70,0.0,92,17.0,12.0,35,85,45,35,35,75,0.0
741,4.0,12.0,66,65,48,62,57,52,0.0,309,12.0,12.0,70,60,62,80,82,60,0.0
130,6.0,12.0,30,45,55,70,55,85,0.0,397,2.0,12.0,80,80,80,80,80,80,0.0
296,14.0,4.0,80,70,70,90,100,70,0.0,678,6.0,12.0,50,40,85,40,65,25,0.0
3,9.0,14.0,80,82,83,100,100,80,0.0,463,8.0,7.0,30,30,42,30,42,70,0.0
767,8.0,9.0,58,89,77,45,45,48,0.0,196,9.0,7.0,90,75,85,115,90,55,0.0
657,2.0,12.0,50,47,50,57,50,65,0.0,404,16.0,15.0,55,84,105,114,75,52,0.0
256,17.0,12.0,35,35,35,35,35,35,1.0,783,14.0,1.0,54,66,70,44,55,46,1.0
138,12.0,12.0,65,155,120,65,90,105,0.0,746,13.0,18.0,62,48,54,63,60,68,0.0
736,16.0,8.0,62,50,58,73,54,72,0.0,224,0.0,5.0,75,85,200,55,65,30,0.0
269,6.0,5.0,100,164,150,95,120,71,0.0,274,17.0,10.0,50,65,45,85,65,95,0.0
186,3.0,12.0,125,58,58,76,76,67,0.0,292,12.0,7.0,50,35,55,25,25,15,0.0
404,16.0,15.0,55,84,105,114,75,52,0.0,687,9.0,5.0,65,125,100,60,70,70,1.0
533,8.0,2.0,50,65,107,105,107,86,1.0,256,17.0,12.0,35,35,35,35,35,35,1.0
185,14.0,7.0,75,38,38,56,56,67,0.0,47,9.0,14.0,40,45,35,30,40,55,0.0
411,17.0,12.0,40,55,80,35,60,30,1.0,413,10.0,12.0,80,135,130,95,90,70,1.0
426,6.0,5.0,105,150,90,150,90,95,0.0,626,14.0,12.0,54,78,103,53,45,22,0.0
539,9.0,12.0,80,105,105,105,105,80,1.0,458,9.0,12.0,40,29,45,29,45,36,0.0
748,17.0,12.0,74,48,76,83,81,104,0.0,106,9.0,15.0,85,73,70,73,115,67,0.0
710,17.0,12.0,89,145,90,105,80,91,0.0,630,11.0,12.0,50,50,62,40,62,65,0.0
415,2.0,7.0,80,100,200,50,100,50,1.0,313,12.0,4.0,80,80,80,55,55,90,0.0
49,0.0,9.0,45,50,55,75,65,30,0.0,559,9.0,12.0,90,93,55,70,55,55,0.0
359,13.0,12.0,60,60,60,60,60,60,0.0,717,6.0,7.0,100,128,90,77,77,128,0.0
187,3.0,12.0,20,40,15,35,35,60,0.0,708,6.0,12.0,100,150,120,120,100,90,0.0
38,13.0,10.0,46,57,40,40,40,50,0.0,87,12.0,7.0,95,75,110,100,80,30,0.0
415,2.0,7.0,80,100,200,50,100,50,1.0,427,6.0,5.0,105,180,100,180,100,115,0.0
597,9.0,12.0,75,65,55,65,55,69,0.0,342,17.0,12.0,60,40,50,75,85,95,0.0
303,12.0,12.0,60,50,100,85,70,65,0.0,191,17.0,4.0,55,40,85,80,105,40,0.0
747,13.0,2.0,74,48,76,83,81,104,0.0,255,6.0,12.0,55,20,35,20,45,75,1.0
126,14.0,4.0,30,40,70,70,25,60,0.0,56,12.0,12.0,10,55,25,35,45,95,0.0
624,14.0,12.0,38,30,85,55,65,30,0.0,503,12.0,12.0,70,90,110,60,75,95,0.0
792,,,85,70,80,97,80,123,,637,0.0,17.0,60,45,70,75,85,55,0.0
234,17.0,12.0,55,95,55,35,75,115,0.0,554,12.0,12.0,100,100,100,100,100,100,0.0
397,2.0,12.0,80,80,80,80,80,80,0.0,778,1.0,7.0,57,80,91,80,87,75,1.0
377,8.0,12.0,60,70,105,70,120,75,0.0,294,17.0,7.0,40,30,30,40,50,30,0.0
133,12.0,12.0,70,110,80,55,80,105,0.0,471,13.0,1.0,111,83,68,92,82,39,0.0
212,0.0,12.0,65,65,60,130,95,110,0.0,139,17.0,12.0,75,100,95,40,70,110,0.0
623,14.0,12.0,72,58,80,103,80,97,0.0,157,14.0,5.0,90,85,100,95,125,85,1.0
544,9.0,12.0,110,160,110,80,110,100,0.0,196,9.0,7.0,90,75,85,115,90,55,0.0
508,4.0,7.0,69,69,76,69,86,91,0.0,310,12.0,12.0,60,40,60,40,60,35,0.0
768,8.0,9.0,82,121,119,69,59,71,0.0,699,17.0,5.0,85,60,65,135,105,100,0.0
528,14.0,12.0,68,165,95,65,115,110,1.0,554,12.0,12.0,100,100,100,100,100,100,0.0
490,13.0,0.0,76,65,45,92,42,91,0.0,593,0.0,14.0,75,80,55,25,35,35,0.0
657,2.0,12.0,50,47,50,57,50,65,0.0,113,13.0,12.0,50,50,95,40,50,35,0.0
565,14.0,12.0,60,85,69,60,69,77,0.0,142,12.0,12.0,95,155,109,70,130,81,0.0
174,0.0,7.0,65,80,80,59,63,58,0.0,546,6.0,5.0,150,120,100,120,100,90,0.0
120,17.0,12.0,80,85,95,30,30,25,0.0,169,12.0,12.0,80,82,100,83,100,80,0.0
30,3.0,12.0,60,85,69,65,79,80,0.0,476,14.0,4.0,65,76,84,54,96,105,0.0
393,17.0,12.0,65,130,60,75,60,75,0.0,102,17.0,12.0,60,65,60,130,75,110,0.0
713,12.0,12.0,125,120,90,170,100,95,0.0,650,3.0,12.0,50,75,45,40,45,60,0.0
270,6.0,5.0,106,90,130,90,154,110,0.0,363,17.0,10.0,50,85,40,85,40,35,0.0
734,16.0,8.0,45,22,60,27,30,29,0.0,614,15.0,7.0,95,117,80,65,70,92,0.0
259,15.0,1.0,45,63,37,65,55,95,0.0,145,15.0,18.0,55,55,50,45,65,55,0.0
223,0.0,16.0,65,75,105,35,65,85,0.0,697,2.0,11.0,92,105,90,125,90,98,1.0
770,8.0,9.0,123,77,72,99,92,58,0.0,500,9.0,11.0,68,72,78,38,42,32,0.0
438,3.0,12.0,76,104,71,104,71,108,0.0,513,11.0,10.0,70,120,65,45,85,125,0.0
278,12.0,12.0,60,85,60,85,60,55,0.0,5,6.0,12.0,39,52,43,60,50,65,0.0
199,9.0,12.0,70,20,50,20,50,40,0.0,421,14.0,12.0,80,130,100,160,120,110,1.0
662,11.0,12.0,60,80,95,70,85,50,0.0,303,12.0,12.0,60,50,100,85,70,65,0.0
315,12.0,12.0,31,45,90,30,30,40,0.0,686,15.0,5.0,45,85,70,40,40,60,1.0
445,15.0,17.0,59,45,40,35,40,31,0.0,291,12.0,7.0,60,70,50,100,50,65,0.0
354,9.0,1.0,70,100,70,105,75,40,0.0,104,3.0,12.0,35,45,160,30,45,70,0.0
762,2.0,12.0,65,75,90,97,123,44,0.0,642,0.0,3.0,62,44,50,44,50,55,0.0
677,1.0,7.0,70,50,30,95,135,105,0.0,257,15.0,10.0,50,95,95,35,110,70,0.0
242,10.0,12.0,35,65,35,65,35,65,0.0,464,12.0,12.0,70,80,102,80,102,40,0.0
578,12.0,12.0,116,55,85,107,95,29,0.0,417,16.0,15.0,80,75,150,75,150,50,1.0
682,1.0,2.0,65,125,60,95,60,105,0.0,554,12.0,12.0,100,100,100,100,100,100,0.0
526,14.0,12.0,85,80,70,135,75,90,1.0,321,16.0,16.0,72,60,30,20,30,25,0.0
106,9.0,15.0,85,73,70,73,115,67,0.0,396,17.0,12.0,50,50,50,50,50,50,0.0
110,5.0,12.0,60,50,70,80,80,140,0.0,270,6.0,5.0,106,90,130,90,154,110,0.0
374,12.0,12.0,43,80,65,50,35,35,0.0,737,16.0,8.0,86,68,72,109,66,106,0.0
229,6.0,16.0,70,130,100,55,80,65,0.0,97,8.0,14.0,105,105,75,65,100,50,0.0
635,3.0,7.0,75,95,60,65,60,115,0.0,69,5.0,12.0,25,20,15,105,55,90,0.0
482,2.0,10.0,45,30,50,65,50,45,0.0,709,6.0,15.0,89,125,90,115,80,101,0.0
102,17.0,12.0,60,65,60,130,75,110,0.0,718,0.0,12.0,71,120,95,120,95,99,0.0
123,17.0,12.0,65,55,115,100,40,60,0.0,133,12.0,12.0,70,110,80,55,80,105,0.0
380,8.0,12.0,45,95,50,40,50,75,0.0,277,1.0,12.0,45,60,40,70,50,45,0.0
181,12.0,4.0,55,35,50,55,110,85,0.0,2,9.0,14.0,60,62,63,80,80,60,0.0
222,0.0,17.0,100,70,70,65,65,45,0.0,333,0.0,12.0,70,110,180,60,60,50,0.0
698,2.0,11.0,55,85,55,50,55,60,1.0,520,3.0,8.0,85,50,95,120,115,80,0.0
661,11.0,12.0,40,55,70,45,60,30,0.0,779,2.0,10.0,43,70,48,50,60,38,1.0
651,3.0,12.0,70,135,105,60,105,20,0.0,705,9.0,12.0,79,115,70,125,80,111,0.0
688,7.0,12.0,95,110,95,40,95,55,1.0,370,15.0,0.0,70,55,65,95,85,70,0.0
329,3.0,12.0,50,85,85,55,55,50,0.0,160,9.0,12.0,41,64,45,50,50,50,0.0
149,12.0,12.0,65,60,70,85,75,40,0.0,561,6.0,12.0,55,55,45,63,45,45,0.0
794,,,126,131,95,131,98,99,,359,13.0,12.0,60,60,60,60,60,60,0.0
716,6.0,7.0,100,77,77,128,128,90,0.0,246,12.0,12.0,65,80,140,40,70,70,0.0
532,12.0,12.0,50,50,77,95,77,91,1.0,252,12.0,12.0,90,120,120,60,60,50,0.0
496,17.0,12.0,135,85,40,40,85,5,0.0,292,12.0,7.0,50,35,55,25,25,15,0.0
13,0.0,12.0,79,103,120,135,115,78,0.0,523,3.0,11.0,65,60,110,130,95,65,0.0
62,6.0,12.0,40,80,35,35,45,70,0.0,776,7.0,2.0,68,75,53,83,113,60,0.0
796,,,50,100,150,100,150,50,,717,6.0,7.0,100,128,90,77,77,128,0.0
502,3.0,17.0,40,50,90,30,55,65,0.0,310,12.0,12.0,60,40,60,40,60,35,0.0
563,17.0,12.0,95,100,85,108,70,70,0.0,437,0.0,12.0,64,78,52,78,52,81,0.0
641,17.0,12.0,110,65,75,125,85,30,0.0,52,0.0,14.0,35,70,55,45,55,25,0.0
39,4.0,12.0,61,72,57,55,55,65,0.0,473,16.0,15.0,90,50,34,60,44,70,0.0
541,12.0,12.0,100,120,120,150,100,90,1.0,223,0.0,16.0,65,75,105,35,65,85,0.0
617,13.0,12.0,105,30,105,140,105,55,0.0,579,12.0,4.0,50,55,50,36,30,43,0.0
30,3.0,12.0,60,85,69,65,79,80,0.0,180,4.0,12.0,40,20,30,40,80,55,0.0
476,14.0,4.0,65,76,84,54,96,105,0.0,719,0.0,12.0,56,61,65,48,45,38,0.0
511,11.0,12.0,90,92,75,92,85,60,0.0,766,8.0,9.0,62,55,52,109,94,109,0.0
562,17.0,12.0,75,75,60,83,60,60,0.0,687,9.0,5.0,65,125,100,60,70,70,1.0
146,15.0,18.0,130,65,60,110,95,65,0.0,431,12.0,7.0,50,70,160,70,160,90,0.0
394,17.0,12.0,65,150,60,115,60,115,0.0,162,9.0,12.0,91,134,95,100,100,80,0.0
493,13.0,5.0,68,90,65,50,55,82,0.0,235,11.0,7.0,60,80,50,50,50,40,0.0
416,2.0,7.0,80,50,100,100,200,50,1.0,673,12.0,12.0,66,117,70,40,50,67,0.0
226,1.0,11.0,60,80,50,40,40,30,0.0,201,0.0,7.0,70,100,115,30,65,30,0.0
481,2.0,10.0,71,82,64,64,59,112,0.0,503,12.0,12.0,70,90,110,60,75,95,0.0
27,12.0,7.0,40,60,30,31,31,70,0.0,673,12.0,12.0,66,117,70,40,50,67,0.0
266,9.0,12.0,50,64,50,45,50,41,0.0,712,17.0,1.0,125,170,100,120,90,95,0.0
434,12.0,12.0,75,89,85,55,65,36,0.0,108,10.0,12.0,55,130,115,50,50,75,0.0
621,12.0,12.0,50,75,70,35,70,48,0.0,234,17.0,12.0,55,95,55,35,75,115,0.0
320,16.0,4.0,104,91,63,91,73,68,0.0,732,14.0,12.0,78,81,71,74,69,126,0.0
499,9.0,11.0,70,145,88,140,70,112,0.0,369,15.0,9.0,73,100,60,100,60,65,0.0
342,17.0,12.0,60,40,50,75,85,95,0.0,701,12.0,15.0,91,129,90,72,90,108,0.0
646,16.0,12.0,71,95,85,110,95,79,0.0,654,8.0,6.0,55,40,50,65,85,40,0.0
465,12.0,12.0,60,45,70,45,90,95,0.0,435,12.0,18.0,95,109,105,75,85,56,0.0
107,10.0,12.0,30,105,90,25,25,50,0.0,426,6.0,5.0,105,150,90,150,90,95,0.0
126,14.0,4.0,30,40,70,70,25,60,0.0,731,14.0,12.0,62,73,55,56,52,84,0.0
552,12.0,12.0,100,103,75,120,75,127,0.0,259,15.0,1.0,45,63,37,65,55,95,0.0
249,11.0,15.0,75,90,90,140,90,115,0.0,701,12.0,15.0,91,129,90,72,90,108,0.0
778,1.0,7.0,57,80,91,80,87,75,1.0,226,1.0,11.0,60,80,50,40,40,30,0.0
326,5.0,15.0,70,65,65,55,55,70,0.0,551,12.0,12.0,100,100,100,100,100,100,0.0
696,2.0,11.0,72,85,70,65,70,58,1.0,651,3.0,12.0,70,135,105,60,105,20,0.0
573,15.0,12.0,50,53,48,53,48,64,0.0,376,8.0,12.0,40,40,55,40,70,55,0.0
573,15.0,12.0,50,53,48,53,48,64,0.0,723,4.0,12.0,59,59,58,90,70,73,0.0
516,14.0,5.0,115,140,130,55,55,40,0.0,510,9.0,12.0,60,62,50,62,60,40,0.0
584,17.0,10.0,55,75,85,25,25,15,0.0,427,6.0,5.0,105,180,100,180,100,115,0.0
543,9.0,12.0,91,90,106,130,106,77,0.0,718,0.0,12.0,71,120,95,120,95,99,0.0
229,6.0,16.0,70,130,100,55,80,65,0.0,378,8.0,12.0,66,41,77,61,87,23,0.0
407,16.0,12.0,45,75,60,40,30,50,1.0,8,6.0,2.0,78,130,111,130,85,100,0.0
594,9.0,4.0,85,105,85,40,50,40,0.0,499,9.0,11.0,70,145,88,140,70,112,0.0
554,12.0,12.0,100,100,100,100,100,100,0.0,70,5.0,12.0,40,35,30,120,70,105,0.0
466,12.0,5.0,55,65,35,60,30,85,0.0,103,3.0,12.0,60,65,80,170,95,130,0.0
502,3.0,17.0,40,50,90,30,55,65,0.0,298,14.0,4.0,70,70,40,60,40,60,0.0
392,17.0,12.0,65,50,70,95,80,65,0.0,267,9.0,2.0,70,84,70,65,70,51,0.0
334,0.0,12.0,70,140,230,60,80,50,0.0,63,17.0,12.0,65,105,60,60,70,95,0.0
307,0.0,7.0,68,85,65,165,135,100,0.0,93,17.0,11.0,60,110,70,60,60,100,0.0
597,9.0,12.0,75,65,55,65,55,69,0.0,30,3.0,12.0,60,85,69,65,79,80,0.0
530,17.0,2.0,45,100,135,65,135,45,1.0,267,9.0,2.0,70,84,70,65,70,51,0.0
107,10.0,12.0,30,105,90,25,25,50,0.0,363,17.0,10.0,50,85,40,85,40,35,0.0
534,8.0,2.0,50,65,107,105,107,86,1.0,410,2.0,15.0,95,145,130,120,90,120,1.0
763,16.0,4.0,50,53,62,58,63,44,0.0,9,6.0,7.0,78,104,78,159,115,100,0.0
563,17.0,12.0,95,100,85,108,70,70,0.0,524,3.0,7.0,75,95,125,45,75,95,0.0
15,0.0,7.0,50,20,55,25,25,30,0.0,500,9.0,11.0,68,72,78,38,42,32,0.0
486,5.0,17.0,67,89,116,79,116,33,0.0,210,14.0,12.0,55,45,45,25,25,15,0.0
115,10.0,16.0,50,120,53,35,110,87,0.0,292,12.0,7.0,50,35,55,25,25,15,0.0
592,0.0,14.0,103,60,126,80,126,50,0.0,418,14.0,12.0,80,80,90,110,130,110,1.0
522,3.0,18.0,65,110,130,60,65,95,0.0,613,17.0,16.0,60,82,45,45,45,74,0.0
292,12.0,7.0,50,35,55,25,25,15,0.0,310,12.0,12.0,60,40,60,40,60,35,0.0
546,6.0,5.0,150,120,100,120,100,90,0.0,341,17.0,12.0,60,50,40,85,75,95,0.0
576,10.0,12.0,75,98,63,98,63,101,0.0,773,11.0,12.0,67,58,57,81,67,101,0.0
197,9.0,7.0,90,95,105,165,110,45,0.0,247,5.0,12.0,45,60,30,80,50,65,0.0
96,8.0,14.0,80,80,50,40,50,25,0.0,547,6.0,5.0,120,70,120,75,130,85,0.0
133,12.0,12.0,70,110,80,55,80,105,0.0,799,,,80,160,60,170,130,80,
93,17.0,11.0,60,110,70,60,60,100,0.0,82,17.0,15.0,55,95,115,45,45,35,0.0
22,12.0,7.0,63,60,55,50,50,71,0.0,487,5.0,17.0,50,80,95,10,45,10,0.0
300,0.0,7.0,40,55,30,30,30,85,0.0,10,17.0,12.0,44,48,65,50,64,43,0.0
642,0.0,3.0,62,44,50,44,50,55,0.0,244,12.0,12.0,45,55,45,65,45,75,0.0
441,9.0,14.0,84,86,88,111,101,60,0.0,507,6.0,12.0,49,49,56,49,61,66,0.0
231,11.0,10.0,20,10,230,10,230,5,0.0,547,6.0,5.0,120,70,120,75,130,85,0.0
416,2.0,7.0,80,50,100,100,200,50,1.0,366,10.0,15.0,75,70,90,70,105,80,0.0
177,17.0,3.0,85,76,64,45,55,90,0.0,58,17.0,12.0,40,45,35,40,40,90,0.0
389,11.0,18.0,20,40,90,30,90,25,0.0,470,14.0,12.0,76,48,48,57,62,34,0.0
688,7.0,12.0,95,110,95,40,95,55,1.0,139,17.0,12.0,75,100,95,40,70,110,0.0
530,17.0,2.0,45,100,135,65,135,45,1.0,545,6.0,12.0,150,100,120,100,120,90,0.0
755,15.0,11.0,62,48,66,59,57,49,0.0,504,10.0,16.0,48,61,40,61,40,50,0.0
493,13.0,5.0,68,90,65,50,55,82,0.0,739,4.0,12.0,54,45,47,75,98,52,0.0
313,12.0,4.0,80,80,80,55,55,90,0.0,437,0.0,12.0,64,78,52,78,52,81,0.0
729,5.0,1.0,85,56,77,50,77,78,0.0,527,14.0,12.0,68,125,65,65,115,80,1.0
752,15.0,2.0,60,50,150,50,150,60,0.0,568,12.0,7.0,85,110,90,45,90,80,0.0
758,3.0,4.0,86,92,88,68,75,73,0.0,60,5.0,12.0,50,52,48,65,50,55,0.0
133,12.0,12.0,70,110,80,55,80,105,0.0,500,9.0,11.0,68,72,78,38,42,32,0.0
508,4.0,7.0,69,69,76,69,86,91,0.0,256,17.0,12.0,35,35,35,35,35,35,1.0
283,0.0,12.0,100,110,90,85,90,60,0.0,347,14.0,12.0,100,73,83,73,83,55,0.0
493,13.0,5.0,68,90,65,50,55,82,0.0,269,6.0,5.0,100,164,150,95,120,71,0.0
295,14.0,4.0,60,50,50,60,70,50,0.0,765,8.0,9.0,44,38,33,61,43,70,0.0
501,1.0,11.0,108,112,118,68,72,47,0.0,128,11.0,15.0,45,67,60,35,50,63,0.0
249,11.0,15.0,75,90,90,140,90,115,0.0,251,6.0,12.0,90,60,60,40,40,40,0.0
168,17.0,12.0,60,62,80,63,80,60,0.0,297,14.0,4.0,40,40,50,30,30,30,0.0
503,12.0,12.0,70,90,110,60,75,95,0.0,428,17.0,12.0,100,100,100,100,100,100,0.0
575,14.0,7.0,50,53,48,53,48,64,0.0,171,12.0,7.0,58,64,58,80,65,80,0.0
536,17.0,12.0,50,65,107,105,107,86,0.0,155,2.0,7.0,80,135,85,70,95,150,0.0
239,1.0,6.0,50,50,40,30,30,50,0.0,9,6.0,7.0,78,104,78,159,115,100,0.0
591,0.0,14.0,103,60,86,60,86,50,0.0,207,17.0,15.0,30,30,30,30,30,30,0.0
764,8.0,9.0,71,73,88,120,89,59,0.0,415,2.0,7.0,80,100,200,50,100,50,1.0
375,12.0,12.0,63,120,85,90,55,55,0.0,549,17.0,12.0,100,100,100,100,100,100,0.0
424,9.0,10.0,100,150,140,100,90,90,0.0,121,17.0,12.0,105,130,120,45,45,40,0.0
653,14.0,12.0,114,85,70,85,80,30,0.0,36,13.0,12.0,70,62,67,55,55,56,0.0
749,17.0,12.0,45,80,100,35,37,28,0.0,445,15.0,17.0,59,45,40,35,40,31,0.0
760,2.0,12.0,72,105,115,54,86,68,0.0,708,6.0,12.0,100,150,120,120,100,90,0.0
114,10.0,16.0,60,80,110,50,80,45,0.0,311,12.0,12.0,60,130,80,60,60,70,0.0
35,13.0,10.0,55,47,52,40,40,41,0.0,614,15.0,7.0,95,117,80,65,70,92,0.0
